Username,Review,Rating,Thumbsup,Date
Stream2BigScree,"Joker But Not A JokeKnock, knock. Who’s there? Stream to Big Screen. Stream to Big Screen, who? Stream to Big Screen the best site for movie reviews on the internet! Corny? I think not. Welcome back everyone! This week we were able to viewJoker But Not A JokeKnock, knock. Who’s there? Stream to Big Screen. Stream to Big Screen, who? Stream to Big Screen the best site for movie reviews on the internet! Corny? I think not. Welcome back everyone! This week we were able to view the highly anticipated movie, Joker, starring Joaquin Phoenix. Joker is a standalone origin film of many people’s favorite DC Comics villain. The movie is set in the worst of times in Gotham where violence is rampant, civil unrest is prevalent, and the rodent population is no joke. This movie follows Phoenix as the main character, Arthur Fleck. Arthur is a young man longing to fit in and aspiring to be a comedian but is dealing with a bevvy of issues, primarily mental illness. The film leads us through Arthur’s path to becoming the titular Joker.While this movie is titled Joker, the theme/takeaway from this movie is no joke. Ultimately, this movie hits way too close to home for American society presently. The bullied, belittled, forgotten person in society deals with mental illness without an appropriate support system, and he has access to a gun. This storyline has become an all too familiar in mainstream media today. For this reason, Joker is a very good conversation piece. But didn’t we come to see a movie based on a comic book? This isn’t what I wanted! Well, this is important to know. DON’T go into this movie expecting a comic book like story or a connection to the comics, other than the name.With that said, Warner Bros. couldn’t have found a better or more experienced lead actor than Phoenix. Phoenix definitely has practice acting like a power seeking maniac begging to be remembered. I’m looking at you Commodus! From the beginning to the end, Phoenix takes us through every single range of emotion Arthur experiences. It truly is quite impressive. Phoenix’s acting and the movie provide a great feeling of anxiety, not necessarily suspense, throughout. Unfortunately, the director either held Phoenix back or chose to feature too many early movie boring set up scenes. When Phoenix acts his craziest, the movie is epic but there is just far too little of it to get over the boring parts. In a way, I felt deceived by the intense commercials and trailers. We’ve been waiting for nearly a year to see this movie. Yes, the movie provides a few intense moments but far too few. And, far too little of Zazie Beetz! Honestly, they could’ve interchanged her with any actress to do the same thing. Nevertheless, her presence was still welcomed.And then when I wasn’t bored, I was predicting exactly what was supposed to be a surprise or twist in the movie. I’m not sure if it was the scene selection or a purposeful directorial decision, but at times the same scenes just didn’t make sense when I was watching them. Eventually, my suspicions were confirmed and I just said ,”duh!”All of that said, Joker delivers in some aspects (I didn’t even mention the great score in the movie) but ultimately will let you down. Joaquin does a good job as the Joker, but he’s never going to be regarded like a Heath Ledger once the dust settles. Try to check this movie out at a matinee time, if your a big Joker/DC fan. Everyone else, you may be disappointed in a matinee price but for a reasonable price it’s worth it or an early streaming rental.The Stream: Takes unbelievably long to get moving and then supremely predictable.The Big Screen: Joaquin delivers an uneven performance but worth watching.The Final Bill: Joker is an overhyped film that will create some conversations about mental health issues in society.-S2S: Movie Review… Expand",7,0,"Jan 28, 2020"
Loripico,U need to see this movie. Its one of the greatest movies I have ever seen in my life. The script and  scorr are brilliant and the caracther is so well composed. A true masterpiece that doenst come every year.,10,1,"Jan 29, 2020"
xXClutchDutchXx,"This seems as a mixed review for me. The concept is great, the feel of falling into mad descent, the uncontrollable laugh, the play on Thomas Wayne and Joker, these are all done phenomenally(and a few others I can't spoil). I can't help butThis seems as a mixed review for me. The concept is great, the feel of falling into mad descent, the uncontrollable laugh, the play on Thomas Wayne and Joker, these are all done phenomenally(and a few others I can't spoil). I can't help but to feel thought, that this movie could have been and should have been a 9 or even 10. It's got all the right pieces to the puzzle and with a more thorough execution would be right there. I think making this movie 3 hours long, showing a little more of his descent into madness, and really capitalizing on the final few scenes and not leaving you with the ending that it did really would have put this to number 1 for me but above all it's still a really good film. If you're a comic fan it's a must see.… Expand",8,0,"Jan 29, 2020"
Pushap,"This review contains spoilers, click expand to view.
        
Awesome movie the act of joker was lit i never watched a movie like this ..… Expand",10,0,"Jan 30, 2020"
Kelvinfs,Joaquin esta perfeito nesse filme a trilha sonora e incrivel  joker e espantador e fascinante,10,0,"Jan 31, 2020"
grim0,Loved this movie. Pure masterpiece with perfect directing and stunning performance from  Joaquin Phoenix.,8,0,"Jan 31, 2020"
veloma,A fantastic movie. When i watched the movie I didn't know how to feel about Arthur aka the joker. I wanted to feel sorry for him but at the same time I hoped he got arrested. Joaquin Phoenix did a great job at bringing this beloved characterA fantastic movie. When i watched the movie I didn't know how to feel about Arthur aka the joker. I wanted to feel sorry for him but at the same time I hoped he got arrested. Joaquin Phoenix did a great job at bringing this beloved character to life  in an even greater movie.… Expand,10,0,"Jan 31, 2020"
Amirhosein2005,"A movie centered on one of the DC Comics characters with the amazing game Joaquin Phoenix, which is really admirable.",8,0,"Jul  3, 2021"
TonyMarony,"Wtf i don‘t get the Meta score ...**** 5,9 This movie is a masterpiece and one of the best joker performances ever",10,0,"Jul  4, 2020"
Ultimobeaker,"There are few movies that take risks these days. Joker takes about 30 different ones when it tries to be part 70s NYC homage, part mental health character study, and part comic book tie-in. It deftly navigates the minefield to make a filmThere are few movies that take risks these days. Joker takes about 30 different ones when it tries to be part 70s NYC homage, part mental health character study, and part comic book tie-in. It deftly navigates the minefield to make a film that is captivating and thought provoking. The acting and the music were definitely both oscar-worthy. Arthur's transformation is a sight to behold. Despite the controversy of this being a ""bro"" movie, there really isn't a hint of toxic masculinity except possibly a contrived circumstance or two. Overall, Joker is respectful in tackling the mental health issues.… Expand",8,0,"Jul  4, 2021"
